OrderKey,OrderDate,DateKey,CustomerKey,ProductKey,ChannelKey,OrderQuantity,UnitPrice,DiscountRate,Revenue,COGS,ShippingCost,GrossProfit,IsReturn,IsRepeatPurchase,DeviceType,OrderStatus
7710,2024-08-16,20240816,4982,23,3,2,29.77,0,59.54,24.98,8.91,34.56,0,0,Mobile,Completed
7711,2024-11-17,20241117,3690,24,5,1,24.97,0,24.97,11.77,12.69,13.2,0,0,Desktop,Completed
7712,2024-09-07,20240907,4534,14,2,1,39.06,0,39.06,16.75,10.26,22.31,0,0,Desktop,Completed
7713,2024-02-28,20240228,1557,28,1,1,33.35,0,33.35,14.19,11.55,19.16,0,0,Desktop,Completed
7714,2024-03-23,20240323,482,2,9,1,68.94,0,68.94,23.78,0,45.16,0,0,Mobile,Completed
7715,2024-07-01,20240701,4119,21,3,3,59.37,0,178.11,52.59,0,125.52,0,0,Tablet,Completed
7716,2024-11-10,20241110,1289,26,4,4,35.1,0.2,112.32,56.84,0,55.48,0,0,Mobile,Completed
7717,2024-03-16,20240316,3927,12,2,4,41.99,0,167.96,72.04,0,95.92,0,0,Mobile,Completed
7718,2024-03-25,20240325,1552,5,4,4,63.72,0,254.88,85.72,0,169.16,0,1,Desktop,Completed
7719,2024-07-20,20240720,791,11,10,4,49.0,0,196.0,73.04,0,122.96,0,0,Mobile,Completed
7720,2024-11-23,20241123,3958,20,8,1,47.33,0,47.33,16.11,8.36,31.22,0,1,Mobile,Completed
7721,2024-11-25,20241125,4911,15,9,1,46.83,0,46.83,13.89,6.39,32.94,0,0,Tablet,Completed
7722,2024-03-16,20240316,4807,26,4,4,35.1,0,140.4,56.84,0,83.56,0,0,Mobile,Completed
7723,2024-01-23,20240123,470,1,6,1,56.33,0,56.33,22.23,7.37,34.1,0,0,Mobile,Cancelled
7724,2024-03-26,20240326,1300,2,4,4,68.94,0,275.76,95.12,0,180.64,0,0,Desktop,Completed
7725,2024-02-05,20240205,4496,24,5,2,24.97,0,49.94,23.54,7.98,26.4,0,0,Mobile,Completed
7726,2024-10-09,20241009,208,12,1,3,41.99,0,125.97,54.03,0,71.94,0,0,Tablet,Completed
7727,2024-11-28,20241128,1870,12,3,2,41.99,0.1,75.58,36.02,0,39.56,0,0,Desktop,Completed
7728,2024-02-26,20240226,3616,28,3,4,33.35,0,133.4,56.76,0,76.64,0,1,Mobile,Completed
7729,2024-10-22,20241022,3715,24,6,1,24.97,0,24.97,11.77,12.87,13.2,0,1,Mobile,Completed
7730,2024-07-12,20240712,2158,29,3,2,27.77,0,55.54,19.86,7.6,35.68,0,1,Mobile,Completed
7731,2024-06-18,20240618,2491,8,3,2,35.27,0,70.54,25.4,0,45.14,0,0,Mobile,Completed
7732,2024-12-19,20241219,331,20,6,1,47.33,0.1,42.6,16.11,8.21,26.49,0,0,Mobile,Completed
7733,2024-09-22,20240922,4920,16,5,2,42.08,0,84.16,27.58,0,56.58,0,0,Mobile,Completed
7734,2024-11-30,20241130,3169,6,1,4,50.19,0.2,160.61,75.04,0,85.57,0,0,Desktop,Completed
7735,2024-04-21,20240421,945,30,3,2,39.87,0,79.74,33.56,0,46.18,0,1,Desktop,Completed
7736,2024-03-11,20240311,4643,5,5,1,63.72,0,63.72,21.43,0,42.29,0,0,Desktop,Completed
7737,2024-05-04,20240504,1253,8,6,1,35.27,0.05,33.51,12.7,5.71,20.81,0,1,Desktop,Completed
7738,2024-08-30,20240830,2886,23,1,5,29.77,0,148.85,62.45,0,86.4,0,0,Mobile,Completed
7739,2024-07-08,20240708,2766,5,2,1,63.72,0,63.72,21.43,0,42.29,0,0,Mobile,Completed
7740,2024-11-12,20241112,295,2,5,1,68.94,0,68.94,23.78,0,45.16,0,0,Desktop,Refunded
7741,2024-08-12,20240812,770,29,1,2,27.77,0,55.54,19.86,11.28,35.68,0,1,Mobile,Completed
7742,2024-03-18,20240318,927,13,7,3,49.52,0,148.56,57.72,0,90.84,0,0,Mobile,Completed
7743,2024-09-09,20240909,3543,15,1,1,46.83,0,46.83,13.89,12.02,32.94,0,0,Mobile,Completed
7744,2024-03-21,20240321,3236,22,1,1,23.84,0,23.84,9.43,10.62,14.41,0,0,Mobile,Completed
7745,2024-01-15,20240115,1936,28,6,2,33.35,0,66.7,28.38,0,38.32,0,0,Tablet,Completed
7746,2024-09-13,20240913,388,14,7,1,39.06,0,39.06,16.75,7.93,22.31,0,0,Mobile,Completed
7747,2024-02-10,20240210,1534,31,3,2,55.4,0,110.8,39.12,0,71.68,0,0,Mobile,Completed
7748,2024-04-13,20240413,2077,17,1,1,55.99,0,55.99,17.87,12.47,38.12,0,1,Mobile,Completed
7749,2024-10-29,20241029,4859,7,1,2,34.7,0,69.4,26.96,0,42.44,0,1,Desktop,Completed
7750,2024-10-10,20241010,1321,19,3,3,58.8,0,176.4,51.06,0,125.34,0,1,Mobile,Completed
7751,2024-05-12,20240512,3068,27,3,1,36.31,0,36.31,14.98,11.25,21.33,0,0,Tablet,Completed
7752,2024-06-13,20240613,2057,28,10,1,33.35,0,33.35,14.19,5.99,19.16,0,0,Mobile,Completed
7753,2024-01-19,20240119,3083,1,3,1,56.33,0,56.33,22.23,12.99,34.1,0,0,Mobile,Completed
7754,2024-05-02,20240502,2711,4,2,2,43.78,0,87.56,30.36,0,57.2,0,0,Mobile,Completed
7755,2024-09-27,20240927,914,27,3,3,36.31,0,108.93,44.94,0,63.99,0,0,Mobile,Completed
7756,2024-05-06,20240506,1481,19,1,1,58.8,0,58.8,17.02,10.1,41.78,0,0,Mobile,Completed
7757,2024-09-20,20240920,1332,10,3,2,23.56,0,47.12,20.62,10.6,26.5,0,1,Mobile,Completed
7758,2024-03-27,20240327,4811,21,9,1,59.37,0,59.37,17.53,7.01,41.84,0,0,Desktop,Completed
7759,2024-10-27,20241027,1784,17,3,1,55.99,0,55.99,17.87,9.62,38.12,0,1,Mobile,Completed
7760,2024-11-15,20241115,3965,5,5,4,63.72,0.2,203.9,85.72,0,118.18,0,0,Desktop,Cancelled
7761,2024-04-02,20240402,2794,20,1,3,47.33,0,141.99,48.33,0,93.66,0,0,Tablet,Completed
7762,2024-10-30,20241030,3450,2,6,2,68.94,0,137.88,47.56,0,90.32,0,1,Desktop,Completed
7763,2024-03-04,20240304,127,2,7,2,68.94,0,137.88,47.56,0,90.32,0,0,Desktop,Completed
7764,2024-11-12,20241112,2543,2,3,4,68.94,0.2,220.61,95.12,0,125.49,0,0,Mobile,Completed
7765,2024-01-31,20240131,26,12,6,3,41.99,0,125.97,54.03,0,71.94,0,0,Desktop,Completed
7766,2024-11-01,20241101,4455,19,3,2,58.8,0,117.6,34.04,0,83.56,0,1,Mobile,Completed
7767,2024-09-03,20240903,1298,8,6,1,35.27,0.1,31.74,12.7,7.8,19.04,0,0,Mobile,Completed
7768,2024-07-04,20240704,2867,6,4,2,50.19,0,100.38,37.52,0,62.86,0,0,Mobile,Completed
7769,2024-11-13,20241113,1853,4,7,3,43.78,0,131.34,45.54,0,85.8,0,0,Desktop,Completed
7770,2024-03-29,20240329,1602,13,1,2,49.52,0,99.04,38.48,0,60.56,0,0,Desktop,Completed
7771,2024-02-10,20240210,4293,21,4,1,59.37,0,59.37,17.53,7.87,41.84,0,0,Desktop,Completed
7772,2024-12-16,20241216,2296,19,2,1,58.8,0.1,52.92,17.02,12.35,35.9,0,0,Mobile,Completed
7773,2024-11-24,20241124,3815,12,10,1,41.99,0.1,37.79,18.01,9.64,19.78,0,0,Desktop,Completed
7774,2024-11-05,20241105,4951,20,8,2,47.33,0.15,80.46,32.22,0,48.24,0,0,Mobile,Completed
7775,2024-12-21,20241221,4239,27,2,2,36.31,0.1,65.36,29.96,0,35.4,0,0,Mobile,Completed
7776,2024-08-17,20240817,3747,31,1,2,55.4,0,110.8,39.12,0,71.68,0,0,Mobile,Completed
7777,2024-04-20,20240420,2032,28,5,1,33.35,0,33.35,14.19,12.64,19.16,0,1,Desktop,Completed
7778,2024-12-08,20241208,2426,16,2,4,42.08,0,168.32,55.16,0,113.16,0,0,Mobile,Completed
7779,2024-02-29,20240229,3867,21,2,3,59.37,0,178.11,52.59,0,125.52,0,0,Desktop,Completed
7780,2024-03-04,20240304,1964,16,2,2,42.08,0,84.16,27.58,0,56.58,0,0,Mobile,Completed
7781,2024-11-02,20241102,1196,19,5,1,58.8,0.1,52.92,17.02,12.25,35.9,0,0,Mobile,Completed
7782,2024-08-25,20240825,2795,8,6,1,35.27,0.1,31.74,12.7,8.15,19.04,0,0,Desktop,Completed
7783,2024-10-04,20241004,458,21,10,4,59.37,0,237.48,70.12,0,167.36,0,0,Mobile,Completed
7784,2024-01-06,20240106,4485,15,8,2,46.83,0,93.66,27.78,0,65.88,0,0,Mobile,Completed
7785,2024-04-06,20240406,1854,7,7,1,34.7,0,34.7,13.48,5.58,21.22,0,1,Mobile,Completed
7786,2024-06-27,20240627,3969,28,3,3,33.35,0,100.05,42.57,0,57.48,0,1,Mobile,Completed
7787,2024-02-07,20240207,4727,4,5,4,43.78,0,175.12,60.72,0,114.4,0,0,Mobile,Completed
7788,2024-02-21,20240221,942,26,1,1,35.1,0,35.1,14.21,10.49,20.89,0,0,Desktop,Completed
7789,2024-11-13,20241113,4147,6,3,1,50.19,0,50.19,18.76,8.13,31.43,0,0,Mobile,Completed
7790,2024-04-04,20240404,3085,5,4,1,63.72,0,63.72,21.43,0,42.29,0,1,Mobile,Completed
7791,2024-11-10,20241110,4090,10,4,2,23.56,0,47.12,20.62,6.72,26.5,0,0,Mobile,Completed
7792,2024-11-23,20241123,3455,21,3,3,59.37,0.1,160.3,52.59,0,107.71,0,0,Mobile,Completed
7793,2024-05-27,20240527,3312,6,3,2,50.19,0,100.38,37.52,0,62.86,0,0,Desktop,Completed
7794,2024-06-18,20240618,3636,19,6,2,58.8,0.05,111.72,34.04,0,77.68,0,0,Tablet,Completed
7795,2024-02-07,20240207,3767,5,1,1,63.72,0,63.72,21.43,0,42.29,0,0,Mobile,Completed
7796,2024-11-08,20241108,1585,10,4,4,23.56,0.1,84.82,41.24,0,43.58,0,0,Mobile,Completed
7797,2024-11-26,20241126,3151,31,4,4,55.4,0,221.6,78.24,0,143.36,0,1,Desktop,Completed
7798,2024-06-09,20240609,2093,25,4,2,36.05,0,72.1,29.16,0,42.94,1,0,Mobile,Completed
7799,2024-05-12,20240512,2064,1,3,1,56.33,0,56.33,22.23,11.12,34.1,0,0,Tablet,Completed
7800,2024-02-02,20240202,829,24,5,2,24.97,0,49.94,23.54,12.5,26.4,0,1,Mobile,Completed
7801,2024-10-16,20241016,4200,3,4,2,47.56,0,95.12,37.5,0,57.62,0,0,Mobile,Completed
7802,2024-12-17,20241217,2840,18,1,3,40.04,0,120.12,39.54,0,80.58,0,0,Mobile,Completed
7803,2024-04-01,20240401,1759,8,6,1,35.27,0,35.27,12.7,6.29,22.57,0,1,Mobile,Completed
7804,2024-03-29,20240329,4577,16,4,4,42.08,0,168.32,55.16,0,113.16,0,0,Mobile,Completed
7805,2024-08-23,20240823,2792,21,7,4,59.37,0,237.48,70.12,0,167.36,0,0,Mobile,Completed
7806,2024-08-13,20240813,641,15,2,1,46.83,0,46.83,13.89,6.15,32.94,0,1,Mobile,Refunded
7807,2024-10-15,20241015,300,28,2,2,33.35,0,66.7,28.38,0,38.32,0,0,Desktop,Completed
7808,2024-07-18,20240718,4836,25,7,3,36.05,0,108.15,43.74,0,64.41,0,0,Desktop,Completed
7809,2024-03-11,20240311,4854,17,3,1,55.99,0,55.99,17.87,8.75,38.12,0,0,Mobile,Completed
7810,2024-02-21,20240221,3788,10,3,4,23.56,0,94.24,41.24,0,53.0,0,0,Mobile,Completed
7811,2024-05-23,20240523,1372,2,5,1,68.94,0,68.94,23.78,0,45.16,0,0,Mobile,Completed
7812,2024-06-02,20240602,3662,26,3,1,35.1,0,35.1,14.21,9.15,20.89,0,0,Mobile,Completed
7813,2024-06-01,20240601,4840,17,2,1,55.99,0,55.99,17.87,5.21,38.12,0,1,Desktop,Completed
7814,2024-08-15,20240815,2694,15,4,2,46.83,0,93.66,27.78,0,65.88,0,0,Mobile,Completed
7815,2024-03-05,20240305,988,6,1,1,50.19,0,50.19,18.76,10.74,31.43,0,0,Mobile,Completed
7816,2024-06-25,20240625,4602,18,4,2,40.04,0,80.08,26.36,0,53.72,0,1,Mobile,Completed
7817,2024-10-01,20241001,2796,17,4,1,55.99,0,55.99,17.87,12.28,38.12,0,1,Tablet,Completed
7818,2024-07-06,20240706,3520,15,3,1,46.83,0,46.83,13.89,6.58,32.94,0,0,Desktop,Completed
7819,2024-01-18,20240118,4578,20,5,2,47.33,0,94.66,32.22,0,62.44,0,0,Desktop,Completed
7820,2024-10-18,20241018,3101,18,4,2,40.04,0,80.08,26.36,0,53.72,0,0,Mobile,Completed
7821,2024-11-18,20241118,1366,23,2,1,29.77,0,29.77,12.49,6.95,17.28,0,1,Mobile,Completed
7822,2024-09-23,20240923,2296,22,4,3,23.84,0,71.52,28.29,0,43.23,0,0,Desktop,Completed
7823,2024-01-28,20240128,631,7,1,1,34.7,0,34.7,13.48,10.1,21.22,0,0,Mobile,Completed
7824,2024-11-27,20241127,1932,21,4,2,59.37,0,118.74,35.06,0,83.68,0,0,Desktop,Completed
7825,2024-10-04,20241004,3145,19,1,1,58.8,0,58.8,17.02,5.2,41.78,0,0,Mobile,Completed
7826,2024-04-12,20240412,2285,17,4,4,55.99,0,223.96,71.48,0,152.48,0,0,Mobile,Completed
7827,2024-02-11,20240211,3179,11,8,1,49.0,0,49.0,18.26,8.32,30.74,0,0,Desktop,Completed
7828,2024-08-29,20240829,2128,1,6,1,56.33,0.1,50.7,22.23,12.37,28.47,0,0,Desktop,Completed
7829,2024-11-30,20241130,3052,8,2,2,35.27,0.15,59.96,25.4,7.29,34.56,0,0,Mobile,Completed
7830,2024-09-28,20240928,4914,12,1,3,41.99,0,125.97,54.03,0,71.94,0,0,Mobile,Completed
7831,2024-01-15,20240115,2714,15,9,1,46.83,0,46.83,13.89,9.51,32.94,0,0,Mobile,Completed
7832,2024-11-06,20241106,3144,18,10,1,40.04,0,40.04,13.18,9.88,26.86,0,0,Mobile,Completed
7833,2024-07-02,20240702,4103,8,4,5,35.27,0,176.35,63.5,0,112.85,0,0,Tablet,Completed
7834,2024-08-10,20240810,1502,3,3,2,47.56,0,95.12,37.5,0,57.62,0,0,Mobile,Completed
7835,2024-11-12,20241112,3992,3,6,1,47.56,0.2,38.05,18.75,6.91,19.3,0,0,Desktop,Completed
7836,2024-02-19,20240219,2168,9,2,1,38.96,0,38.96,14.62,6.04,24.34,0,0,Tablet,Completed
7837,2024-02-18,20240218,4222,1,1,3,56.33,0,168.99,66.69,0,102.3,0,1,Desktop,Completed
7838,2024-05-30,20240530,4644,2,7,1,68.94,0,68.94,23.78,0,45.16,0,1,Desktop,Completed
7839,2024-10-05,20241005,3223,20,7,1,47.33,0,47.33,16.11,5.83,31.22,0,0,Mobile,Completed
7840,2024-12-24,20241224,4330,17,1,4,55.99,0.1,201.56,71.48,0,130.08,0,0,Mobile,Completed
7841,2024-05-19,20240519,3873,22,1,1,23.84,0,23.84,9.43,8.78,14.41,0,0,Mobile,Completed
7842,2024-02-20,20240220,2809,19,6,3,58.8,0.1,158.76,51.06,0,107.7,0,0,Desktop,Completed
7843,2024-03-09,20240309,383,16,3,3,42.08,0,126.24,41.37,0,84.87,0,0,Mobile,Completed
7844,2024-09-05,20240905,360,29,6,1,27.77,0.1,24.99,9.93,9.43,15.06,0,0,Tablet,Completed
7845,2024-03-22,20240322,511,22,5,2,23.84,0,47.68,18.86,12.26,28.82,0,1,Mobile,Completed
7846,2024-06-16,20240616,4044,18,6,5,40.04,0.05,190.19,65.9,0,124.29,0,1,Desktop,Cancelled
7847,2024-07-01,20240701,3828,8,1,1,35.27,0,35.27,12.7,8.62,22.57,0,0,Mobile,Completed
7848,2024-02-08,20240208,4372,2,10,2,68.94,0,137.88,47.56,0,90.32,0,0,Desktop,Completed
7849,2024-09-15,20240915,4012,8,9,2,35.27,0,70.54,25.4,0,45.14,0,1,Mobile,Completed
7850,2024-01-02,20240102,4944,5,7,1,63.72,0,63.72,21.43,0,42.29,0,1,Mobile,Completed
7851,2024-09-10,20240910,4276,2,4,2,68.94,0,137.88,47.56,0,90.32,0,0,Mobile,Completed
7852,2024-09-27,20240927,1041,8,4,3,35.27,0,105.81,38.1,0,67.71,0,0,Mobile,Completed
7853,2024-08-24,20240824,3233,5,10,1,63.72,0,63.72,21.43,0,42.29,0,0,Desktop,Completed
7854,2024-11-05,20241105,4472,11,5,1,49.0,0,49.0,18.26,6.86,30.74,0,0,Mobile,Completed
7855,2024-09-29,20240929,125,3,6,1,47.56,0.1,42.8,18.75,10.43,24.05,0,0,Desktop,Completed
7856,2024-05-21,20240521,2365,19,3,4,58.8,0,235.2,68.08,0,167.12,0,0,Mobile,Completed
7857,2024-12-21,20241221,2498,5,3,1,63.72,0.1,57.35,21.43,12.59,35.92,1,0,Desktop,Completed
7858,2024-08-05,20240805,2271,29,5,2,27.77,0,55.54,19.86,6.28,35.68,0,0,Desktop,Completed
7859,2024-06-26,20240626,1275,19,4,2,58.8,0,117.6,34.04,0,83.56,0,0,Tablet,Completed
7860,2024-05-04,20240504,4018,6,2,2,50.19,0,100.38,37.52,0,62.86,0,0,Desktop,Completed
7861,2024-09-17,20240917,3977,12,4,1,41.99,0,41.99,18.01,10.23,23.98,0,0,Mobile,Completed
7862,2024-03-05,20240305,3547,13,4,1,49.52,0,49.52,19.24,11.66,30.28,0,1,Mobile,Completed
7863,2024-12-17,20241217,2784,9,3,1,38.96,0.1,35.06,14.62,9.34,20.44,0,1,Mobile,Completed
7864,2024-01-08,20240108,4654,18,10,2,40.04,0,80.08,26.36,0,53.72,0,0,Mobile,Completed
7865,2024-07-02,20240702,1799,2,7,1,68.94,0,68.94,23.78,0,45.16,0,1,Mobile,Cancelled
7866,2024-09-20,20240920,2061,7,10,2,34.7,0,69.4,26.96,0,42.44,0,0,Tablet,Refunded
7867,2024-08-17,20240817,3339,23,3,3,29.77,0,89.31,37.47,0,51.84,0,1,Mobile,Cancelled
7868,2024-11-20,20241120,560,8,9,1,35.27,0.2,28.22,12.7,5.66,15.52,0,0,Tablet,Completed
7869,2024-12-14,20241214,2053,29,1,1,27.77,0,27.77,9.93,9.01,17.84,0,1,Desktop,Completed
7870,2024-07-30,20240730,3537,20,1,2,47.33,0,94.66,32.22,0,62.44,0,0,Mobile,Completed
7871,2024-06-18,20240618,1634,20,3,2,47.33,0,94.66,32.22,0,62.44,0,0,Desktop,Completed
7872,2024-01-03,20240103,3479,16,4,3,42.08,0,126.24,41.37,0,84.87,0,0,Mobile,Completed
7873,2024-07-11,20240711,4582,2,6,1,68.94,0.1,62.05,23.78,0,38.27,0,0,Mobile,Completed
7874,2024-09-01,20240901,1725,12,3,1,41.99,0,41.99,18.01,11.21,23.98,0,1,Desktop,Completed
7875,2024-07-08,20240708,3429,17,4,1,55.99,0,55.99,17.87,10.3,38.12,0,0,Desktop,Completed
7876,2024-03-25,20240325,1658,18,4,1,40.04,0,40.04,13.18,5.85,26.86,0,1,Mobile,Completed
7877,2024-07-16,20240716,4859,31,5,1,55.4,0,55.4,19.56,11.24,35.84,0,1,Desktop,Completed
7878,2024-09-30,20240930,4963,3,6,1,47.56,0.05,45.18,18.75,7.03,26.43,0,0,Desktop,Completed
7879,2024-09-20,20240920,2081,12,4,1,41.99,0,41.99,18.01,6.03,23.98,0,0,Mobile,Cancelled
7880,2024-03-02,20240302,2848,5,6,1,63.72,0.05,60.53,21.43,0,39.1,0,0,Mobile,Completed
7881,2024-11-02,20241102,782,3,7,2,47.56,0,95.12,37.5,0,57.62,0,0,Desktop,Completed
7882,2024-01-01,20240101,2297,9,4,3,38.96,0,116.88,43.86,0,73.02,0,0,Mobile,Completed
7883,2024-12-18,20241218,2061,24,2,1,24.97,0,24.97,11.77,10.1,13.2,0,0,Tablet,Completed
7884,2024-10-11,20241011,2046,26,6,2,35.1,0.05,66.69,28.42,0,38.27,0,1,Tablet,Completed
7885,2024-05-26,20240526,2817,30,3,1,39.87,0,39.87,16.78,8.86,23.09,0,0,Mobile,Completed
7886,2024-03-27,20240327,845,10,8,2,23.56,0,47.12,20.62,8.32,26.5,0,0,Desktop,Completed
7887,2024-11-02,20241102,4698,9,4,5,38.96,0,194.8,73.1,0,121.7,0,0,Mobile,Completed
7888,2024-01-17,20240117,4113,3,6,2,47.56,0.05,90.36,37.5,0,52.86,1,1,Mobile,Completed
7889,2024-09-19,20240919,4866,22,5,1,23.84,0,23.84,9.43,8.17,14.41,0,1,Mobile,Completed
7890,2024-09-02,20240902,3239,22,1,1,23.84,0,23.84,9.43,8.25,14.41,0,1,Mobile,Completed
7891,2024-08-13,20240813,3670,11,4,2,49.0,0,98.0,36.52,0,61.48,0,0,Desktop,Completed
7892,2024-06-14,20240614,1089,3,3,2,47.56,0,95.12,37.5,0,57.62,0,0,Mobile,Completed
7893,2024-10-01,20241001,4860,11,2,2,49.0,0,98.0,36.52,0,61.48,0,1,Mobile,Completed
7894,2024-07-03,20240703,337,5,2,3,63.72,0,191.16,64.29,0,126.87,1,0,Desktop,Completed
7895,2024-10-07,20241007,3375,30,5,1,39.87,0,39.87,16.78,9.38,23.09,0,0,Mobile,Completed
7896,2024-08-08,20240808,2725,17,3,3,55.99,0,167.97,53.61,0,114.36,0,0,Mobile,Completed
7897,2024-03-06,20240306,1045,4,2,3,43.78,0,131.34,45.54,0,85.8,0,1,Desktop,Completed
7898,2024-07-09,20240709,2931,17,1,1,55.99,0,55.99,17.87,11.83,38.12,0,0,Desktop,Completed
7899,2024-02-18,20240218,3528,18,4,2,40.04,0,80.08,26.36,0,53.72,0,0,Mobile,Completed
7900,2024-10-23,20241023,136,23,5,1,29.77,0,29.77,12.49,4.99,17.28,0,0,Mobile,Completed
7901,2024-05-26,20240526,1264,28,5,1,33.35,0,33.35,14.19,7.92,19.16,0,0,Desktop,Completed
7902,2024-12-14,20241214,3024,16,1,2,42.08,0.1,75.74,27.58,0,48.16,0,0,Mobile,Completed
7903,2024-10-11,20241011,3557,9,1,3,38.96,0,116.88,43.86,0,73.02,0,0,Desktop,Completed
7904,2024-07-22,20240722,1761,1,6,2,56.33,0.1,101.39,44.46,0,56.93,0,0,Mobile,Completed
7905,2024-09-10,20240910,3767,20,1,4,47.33,0,189.32,64.44,0,124.88,0,0,Mobile,Completed
7906,2024-07-27,20240727,585,16,4,1,42.08,0,42.08,13.79,8.1,28.29,0,0,Desktop,Completed
7907,2024-11-01,20241101,3666,4,7,2,43.78,0.15,74.43,30.36,0,44.07,0,0,Mobile,Completed
7908,2024-03-15,20240315,4552,7,3,1,34.7,0,34.7,13.48,7.5,21.22,0,0,Desktop,Completed
7909,2024-07-23,20240723,3718,12,3,2,41.99,0,83.98,36.02,0,47.96,0,0,Mobile,Completed
7910,2024-12-30,20241230,3557,17,6,1,55.99,0,55.99,17.87,7.62,38.12,0,0,Mobile,Completed
7911,2024-06-03,20240603,1961,31,3,1,55.4,0,55.4,19.56,5.3,35.84,0,1,Desktop,Completed
7912,2024-11-21,20241121,1834,8,9,1,35.27,0,35.27,12.7,9.81,22.57,0,0,Tablet,Completed
7913,2024-04-01,20240401,1574,14,5,2,39.06,0,78.12,33.5,0,44.62,0,0,Mobile,Completed
7914,2024-02-11,20240211,3863,16,4,2,42.08,0,84.16,27.58,0,56.58,0,0,Mobile,Completed
7915,2024-09-18,20240918,1939,7,3,1,34.7,0,34.7,13.48,8.29,21.22,0,0,Desktop,Completed
7916,2024-05-11,20240511,1844,13,8,1,49.52,0,49.52,19.24,10.59,30.28,0,1,Mobile,Completed
7917,2024-06-20,20240620,4172,5,4,4,63.72,0,254.88,85.72,0,169.16,0,0,Mobile,Completed
7918,2024-11-03,20241103,147,11,5,2,49.0,0.15,83.3,36.52,0,46.78,0,0,Desktop,Completed
7919,2024-12-31,20241231,2811,25,2,1,36.05,0.2,28.84,14.58,6.61,14.26,0,0,Mobile,Completed
7920,2024-09-25,20240925,3235,4,8,1,43.78,0,43.78,15.18,7.36,28.6,0,0,Mobile,Completed
7921,2024-07-15,20240715,2015,25,6,4,36.05,0,144.2,58.32,0,85.88,0,0,Mobile,Completed
7922,2024-01-30,20240130,1485,5,1,1,63.72,0,63.72,21.43,0,42.29,0,1,Mobile,Completed
7923,2024-04-16,20240416,2388,7,5,1,34.7,0,34.7,13.48,6.73,21.22,0,0,Mobile,Completed
7924,2024-09-07,20240907,2901,7,7,1,34.7,0,34.7,13.48,11.33,21.22,0,0,Mobile,Completed
7925,2024-03-20,20240320,2451,25,3,2,36.05,0,72.1,29.16,0,42.94,0,0,Mobile,Completed
7926,2024-12-22,20241222,486,3,4,2,47.56,0.15,80.85,37.5,0,43.35,0,0,Desktop,Completed
7927,2024-07-07,20240707,3718,10,3,1,23.56,0,23.56,10.31,11.83,13.25,0,0,Desktop,Completed
7928,2024-06-06,20240606,4620,26,5,1,35.1,0,35.1,14.21,6.74,20.89,0,0,Mobile,Completed
7929,2024-10-15,20241015,4943,30,3,1,39.87,0,39.87,16.78,8.76,23.09,0,0,Mobile,Completed
7930,2024-01-05,20240105,1657,6,9,2,50.19,0,100.38,37.52,0,62.86,0,0,Mobile,Completed
7931,2024-05-14,20240514,2245,9,9,1,38.96,0,38.96,14.62,6.66,24.34,0,0,Mobile,Completed
7932,2024-09-28,20240928,462,1,7,1,56.33,0,56.33,22.23,7.6,34.1,0,0,Mobile,Completed
7933,2024-03-21,20240321,2635,12,4,3,41.99,0,125.97,54.03,0,71.94,0,0,Mobile,Completed
7934,2024-04-29,20240429,1757,30,8,5,39.87,0,199.35,83.9,0,115.45,1,1,Mobile,Completed
7935,2024-03-15,20240315,625,1,5,1,56.33,0,56.33,22.23,5.97,34.1,0,0,Mobile,Completed
7936,2024-12-02,20241202,1212,20,1,2,47.33,0.15,80.46,32.22,0,48.24,0,0,Mobile,Completed
7937,2024-03-06,20240306,1703,6,6,1,50.19,0.05,47.68,18.76,5.39,28.92,0,0,Tablet,Refunded
7938,2024-10-07,20241007,2331,18,8,5,40.04,0,200.2,65.9,0,134.3,0,0,Mobile,Completed
7939,2024-11-20,20241120,2469,15,4,1,46.83,0,46.83,13.89,6.91,32.94,0,0,Mobile,Completed
7940,2024-11-18,20241118,1450,7,3,1,34.7,0.15,29.5,13.48,9.01,16.02,0,1,Mobile,Completed
7941,2024-10-05,20241005,4885,21,2,3,59.37,0,178.11,52.59,0,125.52,0,0,Mobile,Completed
7942,2024-04-14,20240414,2716,28,1,3,33.35,0,100.05,42.57,0,57.48,0,0,Mobile,Completed
7943,2024-05-05,20240505,2046,19,8,2,58.8,0,117.6,34.04,0,83.56,0,0,Desktop,Completed
7944,2024-03-28,20240328,233,16,9,2,42.08,0,84.16,27.58,0,56.58,0,0,Mobile,Cancelled
7945,2024-03-17,20240317,161,1,6,2,56.33,0.1,101.39,44.46,0,56.93,0,0,Mobile,Refunded
7946,2024-07-25,20240725,4503,4,6,3,43.78,0,131.34,45.54,0,85.8,0,0,Mobile,Completed
7947,2024-03-30,20240330,4091,22,6,1,23.84,0.05,22.65,9.43,6.16,13.22,0,0,Tablet,Completed
7948,2024-08-06,20240806,1587,18,3,1,40.04,0,40.04,13.18,7.71,26.86,0,0,Mobile,Completed
7949,2024-07-26,20240726,1488,20,3,2,47.33,0,94.66,32.22,0,62.44,0,0,Desktop,Completed
7950,2024-11-17,20241117,2843,5,6,2,63.72,0.15,108.32,42.86,0,65.46,0,1,Mobile,Completed
7951,2024-03-18,20240318,9,16,6,1,42.08,0.05,39.98,13.79,9.86,26.19,0,1,Tablet,Completed
