AdSpendKey,WeekStartDate,DateKey,Year,Month,MonthName,YearMonth,ChannelKey,Budget,Spend,Impressions,Clicks,Conversions,RevenueGenerated,ROAS,CPA,CTR,CVR
434,2024-04-08,20240408,2024,4,April,2024-04,4,618.8,588.42,7209,154,3,126.89,0.21,206.27,0.0214,0.0195
435,2024-04-15,20240415,2024,4,April,2024-04,4,717.99,711.01,6337,187,3,160.12,0.22,239.33,0.0295,0.016
436,2024-04-22,20240422,2024,4,April,2024-04,4,732.34,703.85,5364,258,5,321.98,0.44,146.47,0.0481,0.0194
437,2024-04-01,20240401,2024,4,April,2024-04,5,435.65,411.3,10903,307,6,497.39,1.14,72.61,0.0282,0.0195
438,2024-04-08,20240408,2024,4,April,2024-04,5,434.12,422.61,7508,161,2,219.59,0.51,217.06,0.0214,0.0124
439,2024-04-15,20240415,2024,4,April,2024-04,5,418.92,407.91,17235,498,14,742.06,1.77,29.92,0.0289,0.0281
440,2024-04-22,20240422,2024,4,April,2024-04,5,429.95,392.95,12919,536,12,1230.46,2.86,35.83,0.0415,0.0224
441,2024-04-01,20240401,2024,4,April,2024-04,8,324.68,312.41,4164,139,4,290.18,0.89,81.17,0.0334,0.0288
442,2024-04-08,20240408,2024,4,April,2024-04,8,316.41,290.7,5374,359,12,578.36,1.83,26.37,0.0668,0.0334
443,2024-04-15,20240415,2024,4,April,2024-04,8,386.89,372.88,5749,263,11,753.08,1.95,35.17,0.0457,0.0418
444,2024-04-22,20240422,2024,4,April,2024-04,8,385.8,366.67,6895,327,10,885.1,2.29,38.58,0.0474,0.0306
445,2024-04-01,20240401,2024,4,April,2024-04,9,158.66,155.06,4206,115,4,266.77,1.68,39.67,0.0273,0.0348
446,2024-04-08,20240408,2024,4,April,2024-04,9,147.16,137.93,10976,206,3,218.25,1.48,49.05,0.0188,0.0146
447,2024-04-15,20240415,2024,4,April,2024-04,9,170.38,169.77,8097,137,3,147.53,0.87,56.79,0.0169,0.0219
448,2024-04-22,20240422,2024,4,April,2024-04,9,171.85,155.85,8516,225,6,388.16,2.26,28.64,0.0264,0.0267
449,2024-05-01,20240501,2024,5,May,2024-05,1,699.92,691.65,2612,78,4,305.34,0.44,174.98,0.0299,0.0513
450,2024-05-08,20240508,2024,5,May,2024-05,1,712.9,695.54,7181,276,10,622.19,0.87,71.29,0.0384,0.0362
451,2024-05-15,20240515,2024,5,May,2024-05,1,765.8,729.65,3708,128,6,293.77,0.38,127.63,0.0345,0.0469
452,2024-05-22,20240522,2024,5,May,2024-05,1,728.21,674.73,4475,189,8,488.81,0.67,91.03,0.0422,0.0423
453,2024-05-01,20240501,2024,5,May,2024-05,2,492.83,444.32,3769,161,4,345.46,0.7,123.21,0.0427,0.0248
454,2024-05-08,20240508,2024,5,May,2024-05,2,562.82,521.85,5974,174,7,393.58,0.7,80.4,0.0291,0.0402
455,2024-05-15,20240515,2024,5,May,2024-05,2,571.16,524.85,4876,217,8,569.23,1.0,71.4,0.0445,0.0369
456,2024-05-22,20240522,2024,5,May,2024-05,2,584.14,546.61,3870,191,6,363.12,0.62,97.36,0.0494,0.0314
457,2024-05-01,20240501,2024,5,May,2024-05,3,856.74,855.31,15436,499,14,880.97,1.03,61.2,0.0323,0.0281
458,2024-05-08,20240508,2024,5,May,2024-05,3,911.92,904.64,17087,536,8,425.64,0.47,113.99,0.0314,0.0149
459,2024-05-15,20240515,2024,5,May,2024-05,3,940.21,856.45,16940,242,5,269.43,0.29,188.04,0.0143,0.0207
460,2024-05-22,20240522,2024,5,May,2024-05,3,908.45,840.01,23073,649,13,905.38,1.0,69.88,0.0281,0.02
461,2024-05-01,20240501,2024,5,May,2024-05,4,734.17,712.14,8018,320,11,558.6,0.76,66.74,0.0399,0.0344
462,2024-05-08,20240508,2024,5,May,2024-05,4,637.3,636.49,19290,831,28,1037.48,1.63,22.76,0.0431,0.0337
463,2024-05-15,20240515,2024,5,May,2024-05,4,710.94,690.06,11191,502,10,667.31,0.94,71.09,0.0449,0.0199
464,2024-05-22,20240522,2024,5,May,2024-05,4,685.96,675.04,13246,585,20,1326.21,1.93,34.3,0.0442,0.0342
465,2024-05-01,20240501,2024,5,May,2024-05,5,451.08,410.01,16020,831,22,1493.59,3.31,20.5,0.0519,0.0265
466,2024-05-08,20240508,2024,5,May,2024-05,5,456.51,449.13,5003,225,5,331.22,0.73,91.3,0.045,0.0222
467,2024-05-15,20240515,2024,5,May,2024-05,5,529.81,492.74,12343,441,13,986.36,1.86,40.75,0.0357,0.0295
468,2024-05-22,20240522,2024,5,May,2024-05,5,508.99,483.39,5420,150,1,84.97,0.17,508.99,0.0277,0.0067
469,2024-05-01,20240501,2024,5,May,2024-05,8,345.7,326.82,7523,533,24,1481.28,4.28,14.4,0.0708,0.045
470,2024-05-08,20240508,2024,5,May,2024-05,8,413.22,393.74,5327,246,9,804.55,1.95,45.91,0.0462,0.0366
471,2024-05-15,20240515,2024,5,May,2024-05,8,398.56,363.11,8356,290,14,1010.9,2.54,28.47,0.0347,0.0483
472,2024-05-22,20240522,2024,5,May,2024-05,8,409.12,377.9,10382,811,21,1172.58,2.87,19.48,0.0781,0.0259
473,2024-05-01,20240501,2024,5,May,2024-05,9,142.44,130.0,9191,232,7,469.55,3.3,20.35,0.0252,0.0302
474,2024-05-08,20240508,2024,5,May,2024-05,9,139.67,129.51,4649,85,2,91.91,0.66,69.84,0.0183,0.0235
475,2024-05-15,20240515,2024,5,May,2024-05,9,178.7,175.12,5069,111,3,280.54,1.57,59.57,0.0219,0.027
476,2024-05-22,20240522,2024,5,May,2024-05,9,152.76,149.81,10301,114,3,277.79,1.82,50.92,0.0111,0.0263
477,2024-06-01,20240601,2024,6,June,2024-06,1,732.54,665.18,4409,173,5,457.11,0.62,146.51,0.0392,0.0289
478,2024-06-08,20240608,2024,6,June,2024-06,1,708.66,667.43,9405,497,20,1365.49,1.93,35.43,0.0528,0.0402
479,2024-06-15,20240615,2024,6,June,2024-06,1,799.48,796.05,8240,534,28,1610.45,2.01,28.55,0.0648,0.0524
480,2024-06-22,20240622,2024,6,June,2024-06,1,862.21,814.35,5405,270,9,512.56,0.59,95.8,0.05,0.0333
481,2024-06-01,20240601,2024,6,June,2024-06,2,450.63,440.09,2798,61,2,179.31,0.4,225.31,0.0218,0.0328
482,2024-06-08,20240608,2024,6,June,2024-06,2,450.22,448.14,4178,97,3,268.61,0.6,150.07,0.0232,0.0309
483,2024-06-15,20240615,2024,6,June,2024-06,2,584.67,576.11,6747,264,8,641.09,1.1,73.08,0.0391,0.0303
484,2024-06-22,20240622,2024,6,June,2024-06,2,543.94,513.97,10601,267,11,1023.6,1.88,49.45,0.0252,0.0412
485,2024-06-01,20240601,2024,6,June,2024-06,3,780.73,752.58,8085,262,7,454.65,0.58,111.53,0.0324,0.0267
486,2024-06-08,20240608,2024,6,June,2024-06,3,826.23,798.18,11178,285,4,161.83,0.2,206.56,0.0255,0.014
487,2024-06-15,20240615,2024,6,June,2024-06,3,888.12,833.07,6830,163,5,310.29,0.35,177.62,0.0239,0.0307
488,2024-06-22,20240622,2024,6,June,2024-06,3,801.52,774.5,10295,134,4,140.53,0.18,200.38,0.013,0.0299
489,2024-06-01,20240601,2024,6,June,2024-06,4,612.68,589.72,11633,231,6,301.9,0.49,102.11,0.0199,0.026
490,2024-06-08,20240608,2024,6,June,2024-06,4,750.23,691.36,7303,270,7,419.75,0.56,107.18,0.037,0.0259
491,2024-06-15,20240615,2024,6,June,2024-06,4,739.35,719.74,6043,227,4,188.7,0.26,184.84,0.0376,0.0176
492,2024-06-22,20240622,2024,6,June,2024-06,4,735.86,685.03,7224,223,4,170.77,0.23,183.97,0.0309,0.0179
493,2024-06-01,20240601,2024,6,June,2024-06,5,546.42,500.52,14646,667,13,1209.01,2.21,42.03,0.0455,0.0195
494,2024-06-08,20240608,2024,6,June,2024-06,5,464.63,449.24,15170,464,12,1240.61,2.67,38.72,0.0306,0.0259
495,2024-06-15,20240615,2024,6,June,2024-06,5,452.21,439.44,14002,344,9,590.51,1.31,50.25,0.0246,0.0262
496,2024-06-22,20240622,2024,6,June,2024-06,5,434.09,431.28,9114,268,7,615.09,1.42,62.01,0.0294,0.0261
497,2024-06-01,20240601,2024,6,June,2024-06,8,295.13,290.93,5397,291,10,653.08,2.21,29.51,0.0539,0.0344
498,2024-06-08,20240608,2024,6,June,2024-06,8,339.29,326.45,6329,193,5,419.87,1.24,67.86,0.0305,0.0259
499,2024-06-15,20240615,2024,6,June,2024-06,8,386.08,373.25,9866,678,20,1229.58,3.18,19.3,0.0687,0.0295
500,2024-06-22,20240622,2024,6,June,2024-06,8,350.29,319.86,5492,385,18,1551.69,4.43,19.46,0.0701,0.0468
501,2024-06-01,20240601,2024,6,June,2024-06,9,131.93,130.08,3353,90,1,92.48,0.7,131.93,0.0268,0.0111
502,2024-06-08,20240608,2024,6,June,2024-06,9,155.33,142.49,11028,172,6,303.73,1.96,25.89,0.0156,0.0349
503,2024-06-15,20240615,2024,6,June,2024-06,9,159.85,146.89,4195,87,2,186.02,1.16,79.92,0.0207,0.023
504,2024-06-22,20240622,2024,6,June,2024-06,9,148.09,147.54,9292,273,6,467.34,3.16,24.68,0.0294,0.022
505,2024-07-01,20240701,2024,7,July,2024-07,1,626.92,607.22,4276,145,7,539.23,0.86,89.56,0.0339,0.0483
506,2024-07-08,20240708,2024,7,July,2024-07,1,740.63,670.06,11400,343,15,929.53,1.26,49.38,0.0301,0.0437
507,2024-07-15,20240715,2024,7,July,2024-07,1,656.22,596.46,5981,240,10,928.03,1.41,65.62,0.0401,0.0417
508,2024-07-22,20240722,2024,7,July,2024-07,1,718.35,714.95,6470,363,12,767.89,1.07,59.86,0.0561,0.0331
509,2024-07-01,20240701,2024,7,July,2024-07,2,506.6,500.0,8093,195,6,292.14,0.58,84.43,0.0241,0.0308
510,2024-07-08,20240708,2024,7,July,2024-07,2,551.24,550.5,7592,279,11,979.83,1.78,50.11,0.0367,0.0394
511,2024-07-15,20240715,2024,7,July,2024-07,2,504.27,466.14,4983,155,4,328.7,0.65,126.07,0.0311,0.0258
512,2024-07-22,20240722,2024,7,July,2024-07,2,433.13,423.72,4055,108,4,239.2,0.55,108.28,0.0266,0.037
513,2024-07-01,20240701,2024,7,July,2024-07,3,817.31,777.12,8256,299,9,375.56,0.46,90.81,0.0362,0.0301
514,2024-07-08,20240708,2024,7,July,2024-07,3,892.56,849.39,11331,127,3,122.52,0.14,297.52,0.0112,0.0236
515,2024-07-15,20240715,2024,7,July,2024-07,3,880.07,834.97,10057,378,9,573.62,0.65,97.79,0.0376,0.0238
516,2024-07-22,20240722,2024,7,July,2024-07,3,784.0,721.93,15937,372,7,288.26,0.37,112.0,0.0233,0.0188
517,2024-07-01,20240701,2024,7,July,2024-07,4,562.41,555.12,8531,174,6,379.86,0.68,93.73,0.0204,0.0345
518,2024-07-08,20240708,2024,7,July,2024-07,4,661.74,622.3,10102,419,16,1187.13,1.79,41.36,0.0415,0.0382
519,2024-07-15,20240715,2024,7,July,2024-07,4,560.25,521.06,7655,162,4,177.49,0.32,140.06,0.0212,0.0247
520,2024-07-22,20240722,2024,7,July,2024-07,4,635.22,573.23,8377,393,11,499.44,0.79,57.75,0.0469,0.028
521,2024-07-01,20240701,2024,7,July,2024-07,5,447.37,434.0,7062,345,6,559.9,1.25,74.56,0.0489,0.0174
522,2024-07-08,20240708,2024,7,July,2024-07,5,476.6,453.96,16796,898,21,1191.21,2.5,22.7,0.0535,0.0234
523,2024-07-15,20240715,2024,7,July,2024-07,5,461.08,435.32,6443,326,6,533.09,1.16,76.85,0.0506,0.0184
524,2024-07-22,20240722,2024,7,July,2024-07,5,426.99,422.39,8992,444,9,954.83,2.24,47.44,0.0494,0.0203
525,2024-07-01,20240701,2024,7,July,2024-07,8,324.06,316.37,5557,284,9,808.87,2.5,36.01,0.0511,0.0317
526,2024-07-08,20240708,2024,7,July,2024-07,8,292.38,282.53,4915,346,15,1196.82,4.09,19.49,0.0704,0.0434
527,2024-07-15,20240715,2024,7,July,2024-07,8,317.89,304.68,5481,327,11,879.58,2.77,28.9,0.0597,0.0336
528,2024-07-22,20240722,2024,7,July,2024-07,8,346.23,337.0,3435,274,7,519.76,1.5,49.46,0.0798,0.0255
529,2024-07-01,20240701,2024,7,July,2024-07,9,143.6,133.21,2719,58,0,0.0,0.0,143.6,0.0213,0.0
530,2024-07-08,20240708,2024,7,July,2024-07,9,124.46,112.11,3047,89,2,120.83,0.97,62.23,0.0292,0.0225
531,2024-07-15,20240715,2024,7,July,2024-07,9,133.25,127.06,4089,101,4,218.04,1.64,33.31,0.0247,0.0396
532,2024-07-22,20240722,2024,7,July,2024-07,9,143.93,141.13,4080,99,3,178.2,1.24,47.98,0.0243,0.0303
533,2024-08-01,20240801,2024,8,August,2024-08,1,803.01,730.83,8010,426,10,543.19,0.68,80.3,0.0532,0.0235
534,2024-08-08,20240808,2024,8,August,2024-08,1,672.61,665.06,5895,207,10,800.79,1.19,67.26,0.0351,0.0483
535,2024-08-15,20240815,2024,8,August,2024-08,1,656.39,640.85,3324,147,7,537.16,0.82,93.77,0.0442,0.0476
536,2024-08-22,20240822,2024,8,August,2024-08,1,680.23,618.58,4131,285,15,859.2,1.26,45.35,0.069,0.0526
537,2024-08-01,20240801,2024,8,August,2024-08,2,486.13,456.75,4771,207,7,507.1,1.04,69.45,0.0434,0.0338
538,2024-08-08,20240808,2024,8,August,2024-08,2,450.68,415.81,3815,105,3,168.78,0.37,150.23,0.0275,0.0286
539,2024-08-15,20240815,2024,8,August,2024-08,2,491.29,451.53,3858,124,3,238.49,0.49,163.76,0.0321,0.0242
540,2024-08-22,20240822,2024,8,August,2024-08,2,525.88,508.8,8146,361,15,918.8,1.75,35.06,0.0443,0.0416
541,2024-08-01,20240801,2024,8,August,2024-08,3,843.86,812.76,17832,265,4,236.83,0.28,210.97,0.0149,0.0151
542,2024-08-08,20240808,2024,8,August,2024-08,3,943.93,882.04,14490,216,5,295.05,0.31,188.79,0.0149,0.0231
543,2024-08-15,20240815,2024,8,August,2024-08,3,898.12,849.6,7429,109,3,204.66,0.23,299.37,0.0147,0.0275
544,2024-08-22,20240822,2024,8,August,2024-08,3,906.87,891.57,8081,238,7,388.12,0.43,129.55,0.0295,0.0294
545,2024-08-01,20240801,2024,8,August,2024-08,4,717.99,669.07,8626,204,5,218.88,0.3,143.6,0.0236,0.0245
546,2024-08-08,20240808,2024,8,August,2024-08,4,622.77,608.19,4976,231,7,268.69,0.43,88.97,0.0464,0.0303
547,2024-08-15,20240815,2024,8,August,2024-08,4,610.92,576.64,6116,95,2,156.25,0.26,305.46,0.0155,0.0211
548,2024-08-22,20240822,2024,8,August,2024-08,4,738.78,728.85,9748,258,6,363.42,0.49,123.13,0.0265,0.0233
549,2024-08-01,20240801,2024,8,August,2024-08,5,509.37,471.72,7729,217,3,203.37,0.4,169.79,0.0281,0.0138
550,2024-08-08,20240808,2024,8,August,2024-08,5,518.25,473.47,10261,501,5,540.83,1.04,103.65,0.0488,0.01
551,2024-08-15,20240815,2024,8,August,2024-08,5,469.26,449.19,6110,296,5,381.96,0.81,93.85,0.0484,0.0169
552,2024-08-22,20240822,2024,8,August,2024-08,5,554.45,550.49,7178,230,3,199.17,0.36,184.82,0.032,0.013
553,2024-08-01,20240801,2024,8,August,2024-08,8,364.28,356.6,7653,414,11,982.13,2.7,33.12,0.0541,0.0266
554,2024-08-08,20240808,2024,8,August,2024-08,8,329.21,303.7,4389,95,4,239.12,0.73,82.3,0.0216,0.0421
555,2024-08-15,20240815,2024,8,August,2024-08,8,370.93,368.75,4518,272,8,408.08,1.1,46.37,0.0602,0.0294
556,2024-08-22,20240822,2024,8,August,2024-08,8,333.06,328.64,5014,262,5,237.87,0.71,66.61,0.0523,0.0191
557,2024-08-01,20240801,2024,8,August,2024-08,9,128.75,120.95,3090,48,1,94.44,0.73,128.75,0.0155,0.0208
558,2024-08-08,20240808,2024,8,August,2024-08,9,152.28,151.49,3629,68,1,53.1,0.35,152.28,0.0187,0.0147
559,2024-08-15,20240815,2024,8,August,2024-08,9,151.14,148.19,17969,489,12,1065.82,7.05,12.6,0.0272,0.0245
560,2024-08-22,20240822,2024,8,August,2024-08,9,131.06,122.32,4065,109,2,94.6,0.72,65.53,0.0268,0.0183
561,2024-09-01,20240901,2024,9,September,2024-09,1,807.4,797.0,5282,277,12,1121.79,1.39,67.28,0.0524,0.0433
562,2024-09-08,20240908,2024,9,September,2024-09,1,864.22,807.89,4620,263,7,498.22,0.58,123.46,0.0569,0.0266
563,2024-09-15,20240915,2024,9,September,2024-09,1,739.31,703.7,3330,227,10,755.19,1.02,73.93,0.0682,0.0441
564,2024-09-22,20240922,2024,9,September,2024-09,1,736.97,673.15,8704,298,9,787.91,1.07,81.89,0.0342,0.0302
565,2024-09-01,20240901,2024,9,September,2024-09,2,540.87,538.0,4918,178,6,391.1,0.72,90.15,0.0362,0.0337
566,2024-09-08,20240908,2024,9,September,2024-09,2,577.97,575.83,6199,167,5,308.01,0.53,115.59,0.0269,0.0299
567,2024-09-15,20240915,2024,9,September,2024-09,2,521.95,470.99,12819,560,24,2107.76,4.04,21.75,0.0437,0.0429
568,2024-09-22,20240922,2024,9,September,2024-09,2,527.97,489.32,4418,132,2,134.0,0.25,263.98,0.0299,0.0152
569,2024-09-01,20240901,2024,9,September,2024-09,3,918.29,856.1,12490,221,4,178.41,0.19,229.57,0.0177,0.0181
570,2024-09-08,20240908,2024,9,September,2024-09,3,811.16,810.96,7641,213,6,316.98,0.39,135.19,0.0279,0.0282
571,2024-09-15,20240915,2024,9,September,2024-09,3,852.8,835.15,10111,286,9,316.09,0.37,94.76,0.0283,0.0315
572,2024-09-22,20240922,2024,9,September,2024-09,3,974.25,882.92,14240,451,10,813.56,0.84,97.42,0.0317,0.0222
573,2024-09-01,20240901,2024,9,September,2024-09,4,789.08,781.86,11621,480,15,900.64,1.14,52.61,0.0413,0.0312
574,2024-09-08,20240908,2024,9,September,2024-09,4,646.0,645.52,16010,258,4,206.27,0.32,161.5,0.0161,0.0155
575,2024-09-15,20240915,2024,9,September,2024-09,4,828.79,793.64,5817,136,3,146.47,0.18,276.26,0.0234,0.0221
576,2024-09-22,20240922,2024,9,September,2024-09,4,787.57,777.77,12448,245,7,536.81,0.68,112.51,0.0197,0.0286
577,2024-09-01,20240901,2024,9,September,2024-09,5,529.37,485.94,7268,402,5,383.61,0.72,105.87,0.0553,0.0124
578,2024-09-08,20240908,2024,9,September,2024-09,5,481.57,469.61,8684,441,11,958.69,1.99,43.78,0.0508,0.0249
579,2024-09-15,20240915,2024,9,September,2024-09,5,472.17,426.75,9777,363,10,889.61,1.88,47.22,0.0371,0.0275
580,2024-09-22,20240922,2024,9,September,2024-09,5,484.57,464.05,9856,513,14,755.96,1.56,34.61,0.052,0.0273
581,2024-09-01,20240901,2024,9,September,2024-09,8,324.18,317.53,7736,494,11,732.06,2.26,29.47,0.0639,0.0223
582,2024-09-08,20240908,2024,9,September,2024-09,8,368.77,362.74,9820,385,18,1583.39,4.29,20.49,0.0392,0.0468
583,2024-09-15,20240915,2024,9,September,2024-09,8,349.46,327.46,7830,431,21,1702.24,4.87,16.64,0.055,0.0487
584,2024-09-22,20240922,2024,9,September,2024-09,8,415.88,384.33,8368,390,15,1120.13,2.69,27.73,0.0466,0.0385
585,2024-09-01,20240901,2024,9,September,2024-09,9,145.36,137.24,9566,255,10,813.99,5.6,14.54,0.0267,0.0392
586,2024-09-08,20240908,2024,9,September,2024-09,9,145.45,142.85,7098,153,3,168.34,1.16,48.48,0.0216,0.0196
587,2024-09-15,20240915,2024,9,September,2024-09,9,152.33,144.72,5049,86,1,68.41,0.45,152.33,0.017,0.0116
588,2024-09-22,20240922,2024,9,September,2024-09,9,147.07,145.98,3342,56,0,0.0,0.0,147.07,0.0168,0.0
589,2024-10-01,20241001,2024,10,October,2024-10,1,946.35,934.92,10899,378,11,592.13,0.63,86.03,0.0347,0.0291
590,2024-10-08,20241008,2024,10,October,2024-10,1,1020.29,993.77,15722,680,21,1397.24,1.37,48.59,0.0433,0.0309
591,2024-10-15,20241015,2024,10,October,2024-10,1,841.87,795.73,6677,217,10,582.52,0.69,84.19,0.0325,0.0461
592,2024-10-22,20241022,2024,10,October,2024-10,1,808.23,742.05,11268,455,12,751.26,0.93,67.35,0.0404,0.0264
593,2024-10-01,20241001,2024,10,October,2024-10,2,639.5,587.52,8132,177,5,234.06,0.37,127.9,0.0218,0.0282
594,2024-10-08,20241008,2024,10,October,2024-10,2,676.04,620.45,7430,349,7,651.17,0.96,96.58,0.047,0.0201
595,2024-10-15,20241015,2024,10,October,2024-10,2,570.35,560.71,4540,97,3,219.83,0.39,190.12,0.0214,0.0309
596,2024-10-22,20241022,2024,10,October,2024-10,2,576.59,525.01,5856,135,3,239.05,0.41,192.2,0.0231,0.0222
597,2024-10-01,20241001,2024,10,October,2024-10,3,1027.54,982.11,25338,537,13,553.26,0.54,79.04,0.0212,0.0242
598,2024-10-08,20241008,2024,10,October,2024-10,3,1011.26,916.8,10251,336,11,684.99,0.68,91.93,0.0328,0.0327
599,2024-10-15,20241015,2024,10,October,2024-10,3,1130.08,1126.31,38219,1249,38,2464.73,2.18,29.74,0.0327,0.0304
600,2024-10-22,20241022,2024,10,October,2024-10,3,1099.25,998.04,20524,368,10,758.79,0.69,109.93,0.0179,0.0272
601,2024-10-01,20241001,2024,10,October,2024-10,4,866.82,790.6,16192,768,23,1479.52,1.71,37.69,0.0474,0.0299
602,2024-10-08,20241008,2024,10,October,2024-10,4,797.03,766.73,8116,223,7,519.6,0.65,113.86,0.0275,0.0314
603,2024-10-15,20241015,2024,10,October,2024-10,4,832.09,808.55,9243,263,5,275.49,0.33,166.42,0.0285,0.019
604,2024-10-22,20241022,2024,10,October,2024-10,4,734.8,668.42,8723,401,15,906.67,1.23,48.99,0.046,0.0374
605,2024-10-01,20241001,2024,10,October,2024-10,5,574.74,564.63,29259,1396,20,2158.84,3.76,28.74,0.0477,0.0143
606,2024-10-08,20241008,2024,10,October,2024-10,5,668.38,610.08,17698,901,23,1409.17,2.11,29.06,0.0509,0.0255
607,2024-10-15,20241015,2024,10,October,2024-10,5,528.92,512.31,16579,408,8,866.53,1.64,66.11,0.0246,0.0196
608,2024-10-22,20241022,2024,10,October,2024-10,5,544.22,493.99,17509,681,12,1089.53,2.0,45.35,0.0389,0.0176
609,2024-10-01,20241001,2024,10,October,2024-10,8,380.76,378.62,9565,263,9,542.6,1.43,42.31,0.0275,0.0342
610,2024-10-08,20241008,2024,10,October,2024-10,8,355.89,354.7,7749,526,14,1088.98,3.06,25.42,0.0679,0.0266
611,2024-10-15,20241015,2024,10,October,2024-10,8,378.16,368.29,9043,714,19,1190.34,3.15,19.9,0.079,0.0266
612,2024-10-22,20241022,2024,10,October,2024-10,8,346.23,331.57,14339,450,21,1097.39,3.17,16.49,0.0314,0.0467
613,2024-10-01,20241001,2024,10,October,2024-10,9,162.61,162.07,4235,87,2,157.46,0.97,81.31,0.0205,0.023
614,2024-10-08,20241008,2024,10,October,2024-10,9,206.9,191.54,8397,226,5,359.65,1.74,41.38,0.0269,0.0221
615,2024-10-15,20241015,2024,10,October,2024-10,9,203.92,190.31,9347,236,6,447.64,2.2,33.99,0.0252,0.0254
616,2024-10-22,20241022,2024,10,October,2024-10,9,176.26,174.1,13121,366,13,732.89,4.16,13.56,0.0279,0.0355
617,2024-11-01,20241101,2024,11,November,2024-11,1,1435.63,1336.54,19562,969,39,2616.09,1.82,36.81,0.0495,0.0402
618,2024-11-08,20241108,2024,11,November,2024-11,1,1202.99,1146.99,10480,607,32,2582.96,2.15,37.59,0.0579,0.0527
619,2024-11-15,20241115,2024,11,November,2024-11,1,1522.83,1421.15,18904,968,36,3136.14,2.06,42.3,0.0512,0.0372
620,2024-11-22,20241122,2024,11,November,2024-11,1,1367.63,1246.82,9960,647,24,1948.9,1.43,56.98,0.065,0.0371
621,2024-11-01,20241101,2024,11,November,2024-11,2,809.75,729.72,8705,252,5,428.51,0.53,161.95,0.0289,0.0198
622,2024-11-08,20241108,2024,11,November,2024-11,2,1058.1,1050.95,23389,1106,36,2113.82,2.0,29.39,0.0473,0.0325
623,2024-11-15,20241115,2024,11,November,2024-11,2,883.77,812.75,9356,422,14,1320.24,1.49,63.13,0.0451,0.0332
624,2024-11-22,20241122,2024,11,November,2024-11,2,862.46,811.79,6689,313,11,685.14,0.79,78.41,0.0468,0.0351
625,2024-11-01,20241101,2024,11,November,2024-11,3,1670.09,1593.73,23979,799,19,1014.73,0.61,87.9,0.0333,0.0238
626,2024-11-08,20241108,2024,11,November,2024-11,3,1647.04,1637.28,36259,1081,22,1098.39,0.67,74.87,0.0298,0.0204
627,2024-11-15,20241115,2024,11,November,2024-11,3,1521.45,1373.32,19744,783,21,1002.26,0.66,72.45,0.0397,0.0268
628,2024-11-22,20241122,2024,11,November,2024-11,3,1605.46,1495.95,27668,663,19,824.5,0.51,84.5,0.024,0.0287
629,2024-11-01,20241101,2024,11,November,2024-11,4,1090.79,1011.92,10781,325,11,580.29,0.53,99.16,0.0301,0.0338
630,2024-11-08,20241108,2024,11,November,2024-11,4,1184.12,1145.77,14294,292,8,405.98,0.34,148.01,0.0204,0.0274
631,2024-11-15,20241115,2024,11,November,2024-11,4,1322.57,1271.67,8826,391,9,439.08,0.33,146.95,0.0443,0.023
632,2024-11-22,20241122,2024,11,November,2024-11,4,1132.25,1051.41,10807,224,6,260.57,0.23,188.71,0.0207,0.0268
633,2024-11-01,20241101,2024,11,November,2024-11,5,801.84,730.25,13747,363,8,541.27,0.68,100.23,0.0264,0.022
634,2024-11-08,20241108,2024,11,November,2024-11,5,819.53,810.37,24496,1348,25,2096.58,2.56,32.78,0.055,0.0185
635,2024-11-15,20241115,2024,11,November,2024-11,5,760.07,722.63,28898,1604,34,2661.02,3.5,22.35,0.0555,0.0212
636,2024-11-22,20241122,2024,11,November,2024-11,5,1001.66,976.92,52959,1114,27,1548.55,1.55,37.1,0.021,0.0242
637,2024-11-01,20241101,2024,11,November,2024-11,8,631.49,621.14,15817,1068,46,2739.6,4.34,13.73,0.0675,0.0431
638,2024-11-08,20241108,2024,11,November,2024-11,8,668.89,627.94,30742,883,23,2069.96,3.09,29.08,0.0287,0.026
639,2024-11-15,20241115,2024,11,November,2024-11,8,606.68,558.03,7958,535,14,744.06,1.23,43.33,0.0672,0.0262
640,2024-11-22,20241122,2024,11,November,2024-11,8,665.57,640.11,7929,215,5,262.92,0.4,133.11,0.0271,0.0233
641,2024-11-01,20241101,2024,11,November,2024-11,9,286.09,284.36,10862,118,3,237.44,0.83,95.36,0.0109,0.0254
642,2024-11-08,20241108,2024,11,November,2024-11,9,308.66,300.18,40040,469,17,1372.01,4.45,18.16,0.0117,0.0362
643,2024-11-15,20241115,2024,11,November,2024-11,9,310.49,306.21,6323,121,4,267.16,0.86,77.62,0.0191,0.0331
644,2024-11-22,20241122,2024,11,November,2024-11,9,276.57,262.87,22539,517,19,1650.34,5.97,14.56,0.0229,0.0368
645,2024-12-01,20241201,2024,12,December,2024-12,1,1662.54,1557.0,15202,618,20,1272.0,0.77,83.13,0.0407,0.0324
646,2024-12-08,20241208,2024,12,December,2024-12,1,1675.6,1624.4,16040,621,30,2838.46,1.69,55.85,0.0387,0.0483
647,2024-12-15,20241215,2024,12,December,2024-12,1,1670.83,1594.57,16268,542,14,733.63,0.44,119.34,0.0333,0.0258
648,2024-12-22,20241222,2024,12,December,2024-12,1,1561.98,1540.56,9905,308,8,586.21,0.38,195.25,0.0311,0.026
649,2024-12-01,20241201,2024,12,December,2024-12,2,929.02,854.76,6933,169,4,230.07,0.25,232.26,0.0244,0.0237
